Institution_Srce,Institution_Strd
義盛華,義盛華號
義興盛工廠,義興盛工廠
義興盛翻砂機器廠,義興盛翻砂機器廠
義興肉店,義興肉店
義興行,Remove
義興雜貨店,義興雜貨店
義記,Remove
義記洋行,義記洋行
義記牛行,義記牛行
義豐土棧,義豐土棧
義豐泰洋貨鋪,義豐泰洋貨鋪
義豐錢莊,義豐錢莊
義順祥,Remove
羽黨,Remove
習米業,Remove
翟司署,Remove
翟領事會,翟領事會
翰寳閣,Remove
翰林院,翰林院
翰林院侍,翰林院
耀成,Remove
耀成米鋪,耀成米鋪
耀鹽電汽公司,耀鹽電汽公司
老北門外信,Remove
老協大祥綢布莊,老協大祥綢布莊
老德,Remove
老德記,Remove
老德記藥,老德記藥
老悅生洋廣貨鋪,老悅生洋廣貨鋪
老悅生鋪,老悅生鋪
老椿記,Remove
老正大局,老正大局
老氣倉,Remove
老沙遜洋行,老沙遜洋行
老沙遜行,老沙遜洋行
老沙遲洋行,老沙遜洋行
老白波救生局,老白渡救生局
老白渡救生局,老白渡救生局
老益慶酒館,老益慶酒館
老虎灶,Remove
老裕茂酒店,老裕茂酒店
老閘分局,老閘分局
老閘大戲院,老閘大戲院
老閘浜北地保,Remove
老閘巡防局,老閘巡防局
考察各國實業,考察各國實業
考試院,考試院
耄學齋,Remove
者察院,Remove
耐厥齋,Remove
耕記絲棧,耕記絲棧
耶松,Remove
耶松分廠,浦東耶松船廠
耶松洋行,耶松洋行
耶松船廠,浦東耶松船廠
聖監,Remove
聖約翰大學,上海聖約翰大學
聚和典,聚和典
聚和興,Remove
聚帽,Remove
聚昌京廣貨鋪,聚昌京廣貨鋪
聚星書畵社,聚星書畵社
聚樂園酒館,聚樂園酒館
聚樂堂,聚樂堂
聚興,Remove
聚興樓,聚興樓
聚興莊,聚興莊
聚興誠,聚興誠
聚興飯店,聚興飯店
聚記堂,聚記堂
聚順衣,Remove
聞名省委員,Remove
聞明府,Remove
聞津輪船,Remove
聞英會,英法會審公廨
聯勤總,聯勤總部
聯勤總部,聯勤總部
聯合化學廠,聯合化學廠
聯合國善後救濟總署,聯合國善後救濟總署
聯合國救濟總署,聯合國善後救濟總署
聯合救濟總署,聯合國善後救濟總署
聯合處,聯合處
聯德署,聯德署
聯業顏料號,聯業顏料號
聯華保險公司,聯華保險公司
聯華毛織廠,聯華毛織廠
聯雅齋,Remove
聽審處,Remove
肆好堂,Remove
肇公學,Remove
肇公所,廣肇公所
肇山莊,廣肇山莊
肇慶協,Remove
肇新化學廠股份有限公司,肇新化學廠公司
肇羅道方,Remove
肉店,肉店
肉骨頭粥店,肉骨頭粥店
股開銀莊,股開銀莊
肯堂,肯堂
肯堂投英會審署,英界會審公廨
育善堂,育善堂
育堂,育堂
育嬰公局,育嬰公局
育嬰堂,育嬰堂
育魯麟,Remove
胆敢黨,Remove
胡家園,Remove
胡祥泰火腿店,胡祥泰火腿店
胡麗翁,Remove
腋捐局,腋捐局
臥雪草堂,Remove
臥雲閣,Remove
臨幫,Remove
臨平路派出所,臨平路派出所
臨江幫,臨江幫
臨海縣,臨海縣
臨海縣學,Remove
臨貴會館,臨貴會館
自來水,Remove
自來水公司,自來水公司
自新所,Remove
自然經,Remove
自衛第二大隊,自衛第二大隊
臬司,Remove
臬司委,Remove
臬憲,Remove
臬憲委員會,Remove
臬憲派員會,Remove
臬憲監,Remove
臬憲衙門,Remove
臬署,Remove
臬轅,Remove
至德,Remove
至德堂,Remove
至英堂,英界會審公廨
至道厦防廳閩海稅關厘金總局,閩海稅關釐金總局
致英會,Remove
致英會審署,英界會審公廨
臺北機器總局,臺北機器總局
臺北煤務局,臺北煤務局
臺基,Remove
臺廷,Remove
臺機器商務輪船鐵路等局,Remove
臺灣台北法院地檢處,臺灣台北法院地檢處
臺灣商務局,臺灣商務局
臺灣四明貿易公司,臺灣四明貿易公司
臺灣布政使,臺灣布政使司
臺灣撫標,Remove
臺灣省行政長公署警務處,臺灣省行政長公署警務處
臺灣省行政長官公署,臺灣省行政長官公署
臺灣省警務處,臺灣省警務處
臺灣美琪化工廠股份有限公司,臺灣美琪化工廠公司
臺灣軍械所,臺灣軍械所
臺灣道,臺灣道
臺灣道委,Remove
臺灣鐵路輪船,Remove
臺灣鑑臣香精原料股份有限公司,臺灣鑑臣香精原料公司
臺灣電報,Remove
臺灣鳳山書院協賑公所,臺灣鳳山書院協賑公所
臺磺局,臺磺局
與昌,Remove
興亞會,興亞會
興亞鋼業有限公司,興亞鋼業廠
興亞鋼業股份有限公司,興亞鋼業廠
興京廳,興京廳
興信局,興信局
興和五金號食物,興和五金號
興國大冶,Remove
興國衣錦司,興國衣錦司
興堂,Remove
興建庄,Remove
興昌公司,興昌公司
興業地產建築公司,興業地產建築公司
興業建築師事務所,興業建築師事務所
興業第一製鐵廠,興業第一製鐵廠
興泉,Remove
興泉永道,Remove
興泰,Remove
興泰料甁號,興泰料甁號
興糧廳,興糧廳
興華製麵公司,興華製麵公司
興農紡織廠,興農紡織廠
興隆汽車公司,興隆汽車公司
興順泰帽鋪,興順泰帽鋪
舊容堂,舊容堂
舊貨店,舊貨店
舒明府,Remove
舟山輪船公司,舟山輪船公司
航委會,航委會
航政局,航政局
航空協會,航空協會
般烏公司,般烏輪船公司
般烏輪船公司,般烏輪船公司
船局,Remove
船廠,Remove
船捐局,船捐局
船政局,船政局
船政署,船政局
船業理監聯席會,船業理監聯席會
船聯會,船業理監聯席會
艮山門局,艮山門局
良光噴漆材料公司,良光噴漆材料公司
良友仁記華行,良友仁記華行
色尊升堂,Remove
芝仁控,Remove
芝蘭室,Remove
芝蘭書屋,芝蘭書屋
花房太政官,Remove
花旗,Remove
花旗公司,花旗公司
花旗公舘,Remove
花旗飯店,花旗飯店
花楼仁濟醫院,仁濟醫院
花烟,Remove
花烟館,Remove
花煙館局,花煙館局
花神班,Remove
芳來,Remove
芳園烟館,芳園煙館
芹香堂救生局,芹香堂救生局
英丟堂,Remove
英中堂,Remove
英京倫敦之大博物院,倫敦大博物院
英京倫敦大新代,Remove
英京倫敦電報,Remove
英京報,Remove
英京新報,Remove
英京第二十次電音,Remove
英京第十五次電音,Remove
英京第十六次電音,Remove
英京電報,Remove
英倫使署,Remove
英公,Remove
英公司,Remove
英公堂,英界會審公廨
英公堂　員,Remove
英公堂三圖地保,Remove
英公堂會,英界會審公廨
英公堂東洋公司,東洋公司
英公廨,英界會審公廨
英公廳,英界會審公廨
英公館,英國總領事署
英分堂,英界會審公廨
英分審署,英界會審公廨
英刑,英刑司衙門
英刑司,Remove
英刑司署,Remove
英刑司衙門,英刑司衙門
英副領事堂,英總領事署
英商中國公共汽車公司,中國公共汽車公司
英商全福洋行,全福洋行
英商可的牛奶公司,可的牛奶公司
英商太古公司,太古公司
英商太平洋行,太平洋行
英商太平行,太平洋行
英商德某美商,Remove
英商正廣和汽水廠,正廣和汽水廠
英商沙遜洋行,沙遜洋行
英商源順洋行,源順洋行
英商滙豐銀行,滙豐銀行
英商祥泰木行,祥泰木行
英商老沙遜洋行,老沙遜洋行
英商長利洋行,長利洋行
英商電車公司,電車公司
英商馬勒造船廠,馬勒造船廠
英國,Remove
英國上議院,英國上議院
英國代理領事府,英總領事署
英國佩副領事會,英總領事署
英國前次公司船郵來新報,Remove
英國剮刑司,英國正刑司
英國固副領事會,英總領事署
英國家,Remove
英國新報,Remove
英國新聞,Remove
英國朝廷,英國朝廷
英國議院,英國議院
英國輪船名添鈕揩司,Remove
英國領事暑,英總領事署
英國領事衙門,英總領事署
英國領事館,英國領事館
英國領事館運輸,英國領事館運輸
英國駐京公使公使,英國駐京公使
英圓太士日報,Remove
英外務院,英外務院
英大馬路善餘里施醫局,善餘里施醫局
英委堂,Remove
英工局,工部局
英工部,工部局
英工部局,工部局
英工都局,工部局
英帝使館,英帝使館
英廨,英界會審公廨
英廷,英國朝廷
英形司,Remove
英必堂,Remove
英按察司,英按察司
英按察司公署,英按察司公署
英按察司署,英按察司公署
英按察署,英按察司公署
英按察衙門,英按察署
英捕,工部局巡捕房
英捕房,工部局巡捕房
英捕房西包,Remove
英捕房麥捕頭派,工部局巡捕房
英新捕房,工部局巡捕房
英新巡捕房,工部局巡捕房
英昌照相館,英昌照相館
英會,英界會審公廨
英會審,英界會審公廨
英會審公,英界會審公廨
英會審公堂,英界會審公廨
英會審公廨,英界會審公廨
英會審公廳,英界會審公廨
英會審署,英界會審公廨
英會審衙門,英界會審公廨
英會番公廨妓院,英界會審公廨
英會番署,英界會審公廨
英朝,英國朝廷
英朝廷,英朝廷
英正刑司,英國正刑司
英正按察司,英正按察司
英正領事係,Remove
英正領事處,英總領事署
英法,Remove
英法兩公堂,英法會審公廨
英法兩會,英法會審公廨
英法公司,Remove
英法公堂,英法會審公廨
英法各領事會,Remove
英法工部局,工部局
英法捕房,英法捕房
英法會,英界會審公廨
英法會審公廨,英法會審公廨
英法會審衙門,英法會審公廨
英洋百元交絲業會館,上海北巿絲業會館
英派,Remove
英界,Remove
英界中巷街北首茶業公所,茶業公所
英界公堂,英界會審公廨
英界公廨,英界會審公廨
英界南靖遠街德記客寓,德記客寓
英界同和里,Remove
英界同和里惠生錢莊,惠生錢莊
英界和仙堂,和仙堂
英界四馬路中紳園烟館,紳園煙館
英界四馬路賑捐局,賑捐局
英界大德祥洋貨店,大德祥洋貨店
英界大馬路會審公廨,英界會審公廨
英界天和戲園,天和戲園
英界審公堂,英界會審公廨
英界工部局,工部局
英界工部局董,工部局
英界怡和洋行,怡和洋行
英界捕房,工部局巡捕房
英界會,英界會審公廨
英界會審,英界會審公廨
英界會審公堂,英界會審公廨
英界會審公廨,英界會審公廨
英界會審員,Remove
英界會審署,英界會審公廨
英界會審衙門,英界會審公廨
英界會番公堂,英界會審公廨
英界會署,英界會審公廨
英界椿記客棧,英界椿記客棧
英界福利洋行,福利洋行
英界老巡捕房,工部局巡捕房
英界西公和底,Remove
英相,Remove
英租界,Remove
英租界下逮下園土地廟,土地廟
英租界仁濟醫院,仁濟醫院
英租界保安堂,保安善堂
英租界公堂,英界會審公廨
英租界南畫錦里洋貨公所,洋貨公所
英租界字林新聞館,字林新聞館
英租界廣肇公所,廣肇公所
英租界憶德裡女校,憶德裡女校
英租界捕房,工部局巡捕房
英租界會審公堂,英界會審公廨
英租界會審分府,英界會審公廨
英租界會審署,英界會審公廨
英租界泰來錢莊,泰來錢莊
英租界瑞生洋行,瑞生洋行
英租界老總會,老總會
英租界巡捕房,工部局巡捕房
英稅務司,英稅務司
英總領事署,英總領事署
英罢美,Remove
英署,英總領事署
英美兩界巡捕房,工部局巡捕房
英美工部局,工部局
英美租界公堂,英界會審公廨
英美租界會審公堂,英界會審公廨
英美租界會審公廨,英界會審公廨
英美租界會審分府,英界會審公廨
英美租界會審務卽補分府,英界會審公廨
英美菸草公司,英美菸草公司
英老巡捕房,工部局巡捕房
英肥堂,Remove
英臬司,Remove
英臬司署,英臬司署
英臬署,Remove
英茂洋行,英茂洋行
英華書館,英華書館
英議院,英國議院
英軍,英軍
英巡捕房,工部局巡捕房
英巡理,英巡理
英隆,Remove
英領,Remove
英領事,英總領事署
英領事公館,英總領事署
英領事昭會,英總領事署
英領事會,英總領事署
英領事署,英總領事署
英領事衙門,英總領事署
茂康客棧,茂康客棧
茂新申新福新總公司麵粉部,茂新福新申新總公司
茂新福新申新總公司,茂新福新申新總公司
茂新麵粉廠,茂新麵粉廠
茂新麵粉廠第一廠,茂新麵粉廠第一廠
茂新麵粉廠第三廠,茂新麵粉廠第三廠
茂新麵粉廠第二廠,茂新麵粉廠第二廠
茂昌,Remove
茂昌洋行,茂昌洋行
茂昌車行,茂昌車行
茂林堂,Remove
茂林巴斯脫新聞館,茂林巴斯脫新聞館
茂泰布號,茂泰布號
茂洋,Remove
茂源洋貨店,茂源洋貨店
茂牛茶葉,茂牛茶葉
茂生茶葉店,茂生茶葉店
茂興信局,茂興信局
茂興祥烟館,茂興祥煙館
茂船局,茂船局
茂華地產公司,茂華地產公司
茂隆洋行,茂隆洋行
范德盛森興號捷茂號德大號,Remove
范德盛糖行,范德盛糖行
范約翰處,范約翰處
范金堂,范金堂
茲英公堂,英界會審公廨
茶上,Remove
茶厘局,茶釐局
茶捐局,茶捐局
茶業公所,Remove
茶業會館,Remove
茶陽善慶堂,Remove
茶食店,茶食店
荆右衛委,Remove
荒杭府,Remove
荳腐店,荳腐店
荳餅米司,荳餅米司
荷文報電報,Remove
荷校,Remove
荷蒙中堂委辦輪船招商局,輪船招商局
荷蘭國,Remove
荸薺茶食店,荸薺茶食店
莅蕪地方印委,Remove
莊制府,Remove
莊家灣派出所,莊家灣派出所
莊明府,Remove
莊源大,Remove
莞中堂司,Remove
莫明府,Remove
莫會審分府,Remove
莫邑,Remove
莫邑尊,Remove
莫邑尊准卽委水利廳,水利廳
莫邑尊升堂,Remove
莫邑尊會,Remove
莫邑尊松海防,Remove
莫邑尊榮,Remove
莫邑尊海防廳,海防廳
莫邑尊英會,英界會審公廨
莫邑尊英法,Remove
莫邑尊課敬業書院,莫邑尊課敬業書院
莫邑遵發廳,Remove
菊蘭,Remove
華一印刷局,華一印刷公司
華一織造廠,華一織造廠
華一製帽廠,華一製帽廠
華中工廠,華中工廠
華中礦務局,華中礦務局
華中礦業公司,華中礦業公司
華亭學,Remove
華亭縣署,華亭縣署
華人,Remove
華倫帆布廠,華倫帆布廠
華利,Remove
華利輪利,Remove
華利輪船,Remove
華制麻廠,華制麻廠
華包,Remove
華友洋行,華友洋行
華友行,Remove
華商保險公司,華商保險公司
華商唯一拍賣行,華商唯一拍賣行
華商大華拍賣公司,華商大華拍賣公司
華商沙□開地公司,華商沙峇開地公司
華商紗布交易所,華商紗布交易所
華商紗廠聯合會,華商紗廠聯合會
華商證券交易所,華商證券交易所
華埠局,Remove
華堂,Remove
華婁公堂,華婁公堂
華字,Remove
華孚貿易公司,華孚貿易公司
華學,Remove
華安,Remove
華安合羣保壽公司,華安合羣保壽公司
華安洋行,華安洋行
華安造綫廠,華安造綫廠
華官,Remove
華官卽,Remove
華官署,Remove
華官訊辦,華官訊辦
華宮,Remove
華家,Remove
華家莊,Remove
華岱洋行,華岱洋行
華彰廣祥合,Remove
華彰洋廣貨鋪,華彰洋廣貨鋪
華德工廠,華德工廠
華德燈泡工廠,華德燈泡工廠
華德發,Remove
華成保險公司,華成保險公司
華成機織帆布廠,華成機織帆布廠
華成烟公司,華成煙草公司
華成烟草公司,華成煙草公司
華成紗線廠,華成紗線廠
華成綫廠,華成紗線廠
華成線廠發行所,華成紗線廠
華成草織廠,華成草織廠
華成菸草公司,華成煙草公司
華捕,Remove
華捕幫,Remove
華文匯,Remove
華新呢絨公司,華新呢絨公司
華新電氣冶金公司,華新電氣冶金公司
華昌火柴梗片有限公司,華昌火柴梗片公司
華昌章記廠,華昌章記廠
華晶電器廠,華晶電器廠
華會,Remove
華有利行,華有利行
華東煤礦公司,華東煤礦公司
華東照相印刷公司,華東照相印刷公司
華林園,Remove
華格綏而司,Remove
華業保險公司,華業保險公司
華比煙公司營業,華比煙公司
華泊司,Remove
華泰隆,華泰隆
華泰電機廠股份有限公司,華泰電機廠公司
華泰電機製造廠股份公司,華泰電機廠公司
華泰電機製造廠股份有限公司,華泰電機廠公司
華洋同知,Remove
華洋員司,Remove
華洋水利委員會,華洋水利委員會
華洋義賑會,華洋義賑會
華海峯,Remove
華爾,Remove
華生布廠,華生布廠
華生洋行,華生洋行
華生電器製造廠,華生電器製造廠
華盛永記煤球廠,華盛永記煤球廠
華福製帽廠,華福製帽廠
華稅局,華稅局
華純襪廠,華純襪廠
華綸帆布廠,華綸帆布廠
華綸棉織廠,華綸棉織廠
華署,Remove
華美烟公司,華美煙草公司
華美烟草公司,華美煙草公司
華興保險公司,華興保險公司
華興玻璃公司,華興玻璃公司
華芳照相館,華芳照相館
華衆會,華衆會
華記船廠,華記船廠
華豐搪瓷公司,華豐搪瓷公司
華豐橡膠廠,華豐橡膠廠
華豐紗廠,華豐紗廠
華豐紡織廠,華豐紡織廠
華豐臺,Remove
華豐造紙廠,華豐造紙廠
華軍,Remove
華通書局,華通書局
華開,Remove
華陽厘局,華陽釐局
華陽染織廠,華陽染織廠
華館,Remove
華麗汽車公司,華麗汽車公司
華麗百貨店,華麗百貨店
華龍小學,華龍小學
萃興懷,Remove
萃衆製造股份有限公司,萃衆製造公司
萃豐恆,Remove
萃豐恒,Remove
萊青道署,萊青道署
葆倫堂,葆倫堂
葆泰,Remove
葆鴻莊,Remove
葉北號,Remove
葉志堂,Remove
葉捕廳,葉捕廳
葉明府,Remove
葛兆堂,Remove
葛叅府,Remove
葛悅樓,Remove
葛明府,Remove
葛明府鹽河廳,Remove
葛邑尊升堂,Remove
葡萄牙國賈,Remove
蒋明府,Remove
蒙制軍,蒙制軍
蒙同又書局,Remove
蒙文報局,蒙文報局
蒙英會審署,Remove
蒙藏銀行,蒙藏銀行
蒙蘇撫衛,Remove
蓋大觀,Remove
蓋州粥廠,蓋州粥廠
蓬萊分局,蓬萊分局
蔚豐,Remove
蔡協,Remove
蔡黨,Remove
蔣公館,Remove
蔣匪警局,上海市警察局
蔣明府,Remove
蔭堂,Remove
蔭庭,Remove
蔭遠堂,Remove
蕊珠書院,蕊珠書院
蕪帮辦保甲局明府,Remove
蕪湖保甲局,蕪湖保甲總局
蕪湖土藥局,蕪湖土藥局
蕪湖土藥稅務,蕪湖土藥稅務
蕪湖大江救生局,蕪湖大江救生局
蕪湖局,蕪湖局
蕪湖愛領事署,蕪湖愛領事署
蕪湖招商局,蕪湖招商局
蕪湖洋務局,蕪湖洋務局
蕪湖洋廣貨,蕪湖洋廣貨
蕪湖洋關,蕪湖洋關
蕪湖牙厘局,蕪湖牙釐局
蕪湖牙釐總局,蕪湖牙釐總局
蕪湖税務局,蕪湖税務局
蕪湖縣學,Remove
蕪湖縣督飭紳董,Remove
蕪湖縣署來靜觀齋,Remove
蕪湖警察局,蕪湖警察局
蕪湖道,蕪湖道
蕪湖關道委員,Remove
蕪通,Remove
蕪關道,蕪關道
蕭厝局,蕭厝局
蕭明府,Remove
薙頭店,薙頭店
薙髮,Remove
藍橋警察分局,藍橋警察分局
藍田哈德投英總領事署,英總領事署
藏生洋行,藏生洋行
藜乙山房,Remove
藜閣,Remove
藝林彩印公司,藝林彩印公司
藥廠業同業公會,藥廠業同業公會
藥房,Remove
藥水廠,藥水廠
藩府,Remove
藩院,Remove
蘆家灣分局,蘆家灣分局
蘇友電音,Remove
蘇司,Remove
蘇嘉湖嘉長途汽車公司,蘇嘉湖嘉長途汽車公司
蘇地店,蘇地店
蘇垣玉春,Remove
蘇垣王廢基小教,Remove
蘇垣留養局,蘇垣留養局
蘇城司,Remove
蘇城安節善局,蘇城安節善局
蘇城安節局,蘇城安節局
蘇城安節局山東恊賑代贖公所,山東恊賑代贖公所
蘇城總局委,Remove
蘇城醬業公所,蘇城醬業公所
蘇城馬醫科巷太史第,Remove
蘇奴純黨,Remove
蘇委,Remove
蘇局,Remove
蘇州國貨公司,蘇州國貨公司
蘇州大　祥火腿店,蘇州大祥火腿店
蘇州太湖救生局,蘇州太湖救生局
蘇州察院,蘇州察院
蘇州府,蘇州府
蘇州府海防分府,蘇州府
蘇州府監,Remove
蘇州捕盜局,蘇州捕盜局
蘇州救生局,蘇州救生局
蘇州書局,蘇州書局
蘇州桃花塢賑局,蘇州桃花塢賑局
蘇州福泉銀行,蘇州福泉銀行
蘇州萃英中學,蘇州萃英中學
蘇州警局刑警隊,蘇州警局刑警隊
蘇州賑局,蘇州賑局
蘇州電報局,蘇州電報局
蘇州鹽公堂,蘇州鹽公堂
蘇差委,Remove
蘇幫會,蘇幫會
蘇懷忠堂,蘇懷忠堂
蘇撫標親兵水師,Remove
蘇撫衛,Remove
蘇撫衛中丞飭令司中,Remove
蘇撫轅,Remove
蘇撫院,蘇撫院
蘇松太,蘇松太道署
蘇松太兵俻道署,蘇松太道署
蘇浙別動隊,蘇浙皖別動隊
蘇浙振,Remove
蘇浙皖別動隊,蘇浙皖別動隊
蘇浙皖區麥粉特稅局,蘇浙皖區麥粉特稅局
蘇浙皖產業處理局,蘇浙皖產業處理局
蘇海防,Remove
蘇發堂,蘇發堂
蘇省,Remove
蘇省司監,Remove
蘇省臬司,Remove
蘇總辦,蘇總辦
蘇臬司監,Remove
蘇藩司,Remove
蘇試院,蘇試院
蘇門答臘日里烟葉公司,蘇門答臘日里煙葉公司
蘇阿福司,Remove
蘇電局,蘇電局
蘭吟社,Remove
蘭州市警察局,蘭州市警察局
蘭服,Remove
蘭橋分局,蘭橋分局
蘭溪中國銀行,蘭溪中國銀行
蘭溪電局,蘭溪電局
蘭瑞堂,蘭瑞堂
蘭芳里,Remove
蘭芳里口誠和錢莊,誠和錢莊
蘭芳里口餅店,蘭芳里口餅店
蘭芳閣,Remove
處郡局,處郡局
虞藍閣,Remove
虞鳳昌雜貨店,虞鳳昌雜貨店
虹口,Remove
虹口三官堂,虹口三官堂
虹口元濟善堂,元濟善堂
虹口元濟堂,元濟善堂
虹口公義局,虹口公義局
虹口分局,虹口分局
虹口厚仁堂圑練分局,虹口厚仁堂圑練分局
虹口同仁醫院,同仁醫院
虹口同仁醫館,同仁醫院
虹口善堂,虹口善堂
虹口圑局,虹口團防局
虹口團防局,虹口團防局
虹口工義局,虹口公義局
虹口工部局,工部局
虹口恆來酒店,虹口恆來酒店
虹口恒來酒店,虹口恆來酒店
虹口捕房,虹口巡捕房
虹口捕房華捕,虹口巡捕房
虹口捕頭,虹口巡捕房
虹口昇昌鐵,Remove
虹口民團局,虹口民團局
虹口永德成烟館,虹口永德成煙館
虹口生昌,Remove
虹口祥生廠,虹口祥生廠
虹口祥雲鞋店,虹口祥雲鞋店
虹口禮查洋行,虹口禮查洋行
虹口警察局二股刑事組,虹口警察局
虹口巡捕房,虹口巡捕房
虹口巡防局,虹口巡捕房
虹口醫院,虹口醫院
虹口醫館,虹口醫院
虹口順泰棧,虹口順泰棧
虹橋元昌,Remove
蜀藩,Remove
蟻力畫社,蟻力畫社
蟻黨,Remove
蠟特司,Remove
蠶絲改良委員會,蠶絲改良委員會
衆安廟,衆安廟
衆安橋,Remove
衆安橋箔店,衆安橋箔店
衆會,Remove
行府,Remove
行政院,行政院
行政院(一)政務委員衛生部,行政院
行政院善後事業委員會,行政院
行政院工程計劃團,行政院
行政院直屬機關全國經濟委員會,全國經濟委員會
行政院直屬機關最高經濟委員會,行政院
行政院直屬機關農村復興委員會　,行政院
行政院行政院水利委員會,行政院
行政院衛生署醫政處,行政院
行東何理代,Remove
行總儲運局,行總儲運局
行總公路運輸隊,行總公路運輸隊
衍聖公府,Remove
術安勇,Remove
衛中丞,Remove
衛公幹,Remove
衛大中丞,Remove
衛安營,Remove
衛生堂,Remove
衛生局,上海市衛生局
衛生署,衛生署
衣莊,Remove
袁仙人處,Remove
袁合祥公司,袁合祥公司
袁太令,Remove
袁明府,Remove
袁海觀大令升堂,Remove
袁駿錩製造鐵工廠,袁駿錩製造鐵工廠
裕亨,Remove
裕厚,Remove
裕商倉庫公司,裕商倉庫公司
裕大和糖,Remove
裕大和糖行,裕大和糖行
裕大新衣,Remove
裕大碱廠,裕大碱廠
裕大酒店,裕大酒店
裕康,Remove
裕康復祥,Remove
裕康顏料號,裕康顏料號
裕徉行,裕盛洋行
裕成堂,裕成堂
裕成隆,Remove
裕新染織廠,裕新染織廠
裕昌洋行,裕昌洋行
裕昌祥呢絨西服號,裕昌祥呢絨西服號
裕昌米行,裕昌米行
裕春庄,Remove
裕春米,Remove
裕民毛絨線廠,裕民毛絨線廠
裕泰洋行,裕泰洋行
裕泰茶葉鋪,裕泰茶葉鋪
裕洋行,Remove
裕源,Remove
裕源大隆德昌久福,Remove
裕生泰海味,Remove
裕發興米行,裕發興米行
裕盛堂,Remove
裕盛徉行,裕盛洋行
裕盛烟館,裕盛煙館
裕興,Remove
裕興織造廠,裕興織造廠
裕華化學工業公司,裕華化學工業公司
裕華烟廠股份有限公司,裕華煙廠公司
裕豐公司,裕豐公司
裕豐紗廠,裕豐紗廠
裕豐衣莊,裕豐衣莊
裕豐襪,Remove
裕豐軍裝廠,裕豐軍裝廠
裕通恆,Remove
裕通恆報關行,裕通恆報關行
裕通恒報關行,裕通恆報關行
裘　豐烟店,裘　豐煙店
補拙齋,Remove
補用道,Remove
裴營尊升堂,Remove
裴邑,Remove
裴邑　晚堂,Remove
裴邑尊,Remove
裴邑尊升堂,Remove
裴邑尊徣堂,Remove
裴邑尊英會,英界會審公廨
裴邑尊英法,Remove
裴邑尊英界,Remove
裵邑尊升堂,Remove
製藥工業同業公會,藥廠業同業公會
製造局,江南製造局
製造機器局,江南製造局
製針業同業公會,製針業同業公會
西人,Remove
西人反立司,Remove
西人四美司,西人四美司
西人報,Remove
西人愛簿祿司,Remove
西人投美領事署,美國領事署
西人法公董局,公董局
西人淡抛司,Remove
西人色不來司,Remove
西人華白,Remove
西人處,西人處
西人處生理係,Remove
西包探,Remove
西北邊防督辦公署,西北邊防督辦公署
西南鄕標社,西南鄕標社
西商,Remove
西商哈味前控,Remove
西商團,西商團
西善士大日本米兒西文新報館,Remove
西國剃頭店波利,西國剃頭店
西國政府,Remove
西國新報,Remove
西國木器鋪,西國木器鋪
西國酒店,西國酒店
西國銀行,西國銀行
西塲司,Remove
西塾,Remove
西妓,Remove
西字,Remove
西字報,Remove
西字報館,西字報館
西學堂,西學堂
西學館,西學館
西局,Remove
西局團,西局團
西教,Remove
西明府,Remove
西服公會,西服公會
西江梅　詩社,西江梅　詩社
西泠,Remove
西洋,Remove
西洋三年一局,Remove
西洋人,Remove
西洋公署,Remove
西洋領事,Remove
西渡派出所,西渡派出所
西皮福禄二黨,Remove
西紳,Remove
西興局,西興釐局
西虹口分局,西虹口分局
西豐泰押店,西豐泰押店
西路廳,Remove
西通班,Remove
西酒店,西酒店
西醫學堂,西醫學堂
西醫院,西醫院
西門厘局,西門釐局
西門外巡防保甲局,西門外保甲局
西門外巡防分局,西門巡防局
西門外巡防局,西門巡防局
西門巡防局,西門巡防局
西首巡防分局,西門巡防局
親兵水師營,親兵水師營
親慶各營務處,Remove
觀察,Remove
觀察委,Remove
觀察委貨捐局,觀察委貨捐局
觀察府,Remove
觀察所,Remove
觀察札委,Remove
觀察水師營務處,觀察水師營務處
觀察派,Remove
觀察海防廳,觀察海防廳
觀察英會,觀察英會
觀察製造局,江南製造局
觀察遴委,Remove
觀濤書院,觀濤書院
觀音堂,觀音庵
觀音庵,觀音庵
解京交納委員爲,Remove
解京木排,Remove
解公堂,會審公廨
解明府,Remove
解法公堂,法界會審公廨
解法會審公堂,法界會審公廨
解海,Remove
解英公堂,英界會審公廨
解賑捐處,解賑捐處
觴詠樓洋酒店,觴詠樓洋酒店
言爾店,言爾店
訊春處茶館,訊春處茶館
訓政,Remove
託法馬路西恊茂源花行,恊茂源花行
記信局,記信局
訟公堂,Remove
設英會,Remove
許午樓,Remove
許捕廳,許捕廳
許星臺,Remove
許藩司,Remove
証升堂,Remove
詒燕堂,詒燕堂
評事街全昌仁信局,全昌仁信局
評香居,Remove
評香居烟館,評香居烟館
詞哲,Remove
詹事府,Remove
詹明府,Remove
誠一堂,Remove
誠信堂,Remove
誠信烟館,誠信烟館
誠德堂,Remove
誠德堂戒烟丸店,誠德堂戒烟丸店
誠濟,Remove
誠濟堂,誠濟堂
誠生烟館,誠生煙館
誠記烟館,誠生煙館
諒記行,諒記洋行
諗道署,Remove
諸公堂,Remove
諸城稅局,城稅局
諸府署,Remove
諸廣源洋行,諸廣源洋行
諸法公堂,法界會審公廨
諸英總領事署,英總領事署
諸英領事署,英總領事署
諸馬路工程局,南巿馬路工程局
謙信機器有限公司,謙信機器公司
謙信洋行,謙信洋行
